"Region","Case.1st.Observed.Date","ID.Name","Field....S.","Narrative","CAUSE","DETERMINED.FATE","Health.status","DISENTANGLEMENT.STATUS","Seen..1yr.","Breeding..Feeding..Migratory.corridor..or.Other.","INITIAL..National.Cause.Criteria..L1.L12","FINAL.National.Cause.Criteria..L1.L12","L1","L2","L3","L4","L5a","L5b","L6a","L6b","L6c","L7a","L7b","L8","L9","L10","L11","L12","PBR..Value","Gear..Type","Trailing.","Species","anchored","calf.juv","constricting","decline","extensive.severe","fluke.peduncle","gear.free","head","healing","laceration.deep","laceration.shallow","pectoral","swim.dive","trailing","VessSpd","VessSz","wraps.multi","wraps.no"
"ATL","23-Aug-05","-","SS12-05, MMSC-05-176","Brought in on a bow of M/V Ever Racer (965ft) arriving from France. Fell off and sank when the ship was ready to dock.  NOAA OLE, NJ State Marine Police and Army Corp of Engineers are investigating further.  The carcass refloated and landed on 8/24.  Necropsied on 8/25 - limited due to time constraints. Did not examine skeleton. Large area of hematoma consistent with blunt trauma.","VS","MT","Dead","-",0,"M","L7a","L7a",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"-","-","FIWH",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","11-Sep-05","-","SS14-05","No necropsy, but relatively fresh carcass with broken jaw & evidence of staining on bone - unlikely to have occurred post-mortem or been caused by stranding. MT due to VS most parsimonious.","VS","MT","Dead","-",0,"F","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","09-Aug-06","-","E16-06","WW Capt. Fish; The whale was only seen for two surface intervals. It is unknown if the whale is anchored.  A lime green lobster buoy would sink everytime the animal dove. In addition to the trailing lime-green buoy, line also may have seen wrapped around the tail. Full configuration unknown.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","17-Sep-06","-","E29-06, WR-2006-24","An entangled fin whale was spotted at ~12:45 pm 9/17 by researchers aboard the NOAA survey aircraft, NOAA 57. Staff aboard the aircraft immediately notified the Disentanglement Network. The whale was reported to be entangled around the peduncle and flukes with approximately 50 ft of trailing line and two buoys present. The line appeared to be cutting into the right fluke. Overall, the animal appeared pale in color and was moving slowly. Due to the distance off-shore and no vessel to stand-by the animal, a response was not initiated.","EN","SI","Unknown","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-","1","FIWH",0,0,1,0,0,0,0,0,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","25-Mar-07","-","SS02-07, VAQS20071011","Carcass first reported by a tug boat docking into port at ~ 10:15 pm.  The following morning the ACOE secured carcass and towed to ACOE landing site. When animal was towed in, observed large dent in the side consistent with being folded over the bow of a ship.  Necropsy was perfomed on 3/27/07. Extensive fracturing of ribs, skull and vertebrae w/ associated hemorrhage & edema consistent with blunt force trauma.","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","24-May-07","-","SS06-07, MMSC-07-074","Army Corp of Engineers reported a dead finback and towed it into Jersey City, NJ.  Necropsy was performed on 5/24/07.  Gross findings showed that the animals was marked by hemorrhage (epaxial muscle, diaphragm, pleural lining) and multiple fractures of the ribs and vertebrae (blunt trauma) and the trailing tissue of the animal was marked by prop slices (sharp trauma). Necropsy lead by Kim Durham. *total length: missing head & tail","VS","MT","Dead","-",0,"M","L5a, L12","L5a, L12",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,1,0,0,0,1,0,1,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","25-Jun-07","-","E12-07, WR-2007-11","Whale has a tail wrap and both flippers are involved - left flipper is wrapped and right flipper has a line crossing.  Two orange/white buoys are trailing five feet behind the flukes. Wrap on tail assoc w/ cyamid load; flippers & mouth involved; extremely emaciated; lethargic.  A PCCS disentanglement team is responding - ETA ~16:00 6/25/07.  Once on scene, rescuers were unable to relocate the animal.","EN","SI","Decline","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-","1","FIWH",0,0,0,1,0,0,0,1,0,0,0,1,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","14-Jul-07","0631","SS10-07","Whale Watch vessel reported a 20' console sport boat running at a high rate through a group of whale watch boats.  A fin whale was reported to have surfaced ~20' in front of the vessel.  The whale was observed at the next surfacing with fresh propeller lacerations and was bleeding. 23ft @ 25kts (L6b) left superficial lacerations (L5b). Subsequent sightings indicate propeller scars had healed.","VS","NS","Recovered","-",1,"F","L5b,L6b","L5b,L6b",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","FIWH",0,0,0,0,0,0,0,0,1,1,0,0,0,0,"VSpdFast","VSzSmall",0,0
"ATL","21-Jul-07","-","E17-07, WR-2007-16","WW boat Deborah Ann reported a free-swimming entangled fin whale.  Whale was towing a bullet type buoy ~15 m behind the flukes, attachment point(s) & full configuration unknown.  Whale was behaving very evasively and was lost in the fog.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","11-Aug-07","-","UnidMARS 07-08-11","Carcass with constricting wrap around body, inbetween the head and the flippers. Animal likely unable to feed.","EN","MT","Dead","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-","-","FIWH",0,0,1,0,0,0,0,1,0,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","23-Aug-07","-","E20-07, WR-2007-19","Free-swimming with a large hook and leader attached just forward of the dorsal fin on the right side, loose leader. No wraps. Confirmed gear free on 1/30/09 by PCCS.","EN","NS","Recovered","Shed Gear",1,"F","L4","L4",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Hook/Monofilament","-","FIWH",0,0,0,0,0,0,1,0,0,0,0,0,1,0,"VSpdUnk","VSzUnk",0,1
"ATL","23-Sep-07","-","E23-07, WR-2007-21","Free-swimming finback whale carrying a wire-mesh pot from the mouth reported off the NH-Maine border. Reporting vessel was unable to stand by.  No photos were taken.  Maine Marine Patrol made a search of the area, but were unable to relocate the animal. line underneath the body which terminates at a pot about ten feet aft of the flukes, line believed to be through mouth, but configuration & attachment point(s) unknown.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"Pot/Trap","1","FIWH",0,0,0,0,0,0,0,1,0,0,0,0,1,0,"VSpdUnk","VSzUnk",0,0
"ATL","26-Sep-07","-","E25-07, MH07527Bp","Freshly dead, scavenged animal with gear present. Indication of multiple body wraps with associated hemorrhaging. Couldn't confirm if resight of 9/21","EN","MT","Dead","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-","-","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","08-Jun-08","-","E16-08, WR-2008-14","Whale watch vessel observed an entangled fin whale.  Vessel stayed with animal for ~1 hour, whale was reported to be making 5-7 minute dives & traveling ~1/2 mile with each dive, no visible wounds were observed. Entanglement was reported as rope coming out of both sides of the mouth meeting ~5-10 ft behind blowholes, forming a bridle, with line trailing down body, no rope visible trailing behind animal.","EN","NS","Unknown","-",0,"F","L3","L3",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","1","FIWH",0,0,0,0,0,0,0,1,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","02-Jul-08","-","SS03-08, MMSC-08-094","Dead fin whale reported by recreational boater.  Carcass was resighted by USCG Cutter on 7/5/08 at 40 26.2N, 73 47.96W (10 miles East of Long Branch, NJ, 50 miles North of original sighting).  Carcass landed on Long Branch Beach, NJ on 7/6/08.  Necropsy was performed on 7/7/08. Vertebral fractures with associated hemorrhaging; hemorrhaging around ball joint of right pectoral - blunt force trauma.","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,0,0,0,0,0,0,0,1,0,0,"VSpdUnk","VSzSmall",0,0
"ATL","27-Apr-09","-","E09-09, WR-2009-08","Free-swimming trailing single bullet style buoy, attachment point(s) & full configuration unknown.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","09-Sep-09","-","E23-09, BphyMARS 09-09-10, WR-2009-27","Free-swimming. Light line and buoys trailing from right flipper area along right flank; whale towed response team; cut some of the line in hopes of shedding rest over time; 300-400' of green polysteel rope with 2 buoys. Original & final configuration unknown.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",0,0,0,0,0,0,1,0,0,0,0,1,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","01-Oct-09","-","SS10-09, MMSC-09-144","Whale brought in on unknown vessel (first observed floating in channel), towed by  Army Corps to their site. No necropsy was performed and the carcass was towed out to sea under EPA Emergency Ocean Dumping Permit. Fresh carcass (not bloated), so unlikely post-mortem; broken flipper & large abrasions indicate large vessel; evidence of hematomas - blunt force trauma.","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,0,0,0,0,0,0,0,1,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","09-Oct-09","-","E26-09, BphyMARS 09-10-09, WR-2009-30","Free swimming with trailing line and small (6"") red buoy. Partial disentanglement - CWRT gear recovered - 700' of 1/2"" lead line w/ balloon buoy + 100' of 1/2"" line & small 7"" buoy; Believe all gear removed, but unable to confirm. Animal looked thin and was having trouble getting to the surface, but no photos to show health status.","EN","PR","Unknown","Partial",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",0,0,0,1,0,0,1,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","18-Mar-10","-","ST987Bp","Orig sighted on 3/17, but with no info re: location; Likely resight of 3/15/10 dropped off bow of ship near mouth of Delaware Bay, but cannot confirm based on minimal info provided for the 3/15 sighting. Fractured skull w/ associated hemorrhaging - blunt force trauma; abrasion on mid-back consistent w/ being folded over the bow of a ship","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","17-Jul-10","-","-","Dependent calf with 2 sets of healed prop lacerations, do not appear to have penetrated body cavity, but cannot really tell depth of original lacerations as they are now healed","VS","NS","Unknown","-",0,"M","L11","L11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,"-","-","FIWH",0,1,0,0,0,0,0,0,1,1,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","03-Sep-10","-","ST1017Bp","Vertebral fractures w/ associated hemorrhaging - blunt force trauma","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","01-Jan-11","-","NERO010111Bp","Seen by NEFSC aerial survey; Carcass was reported far offshore.  Photos indicate fresh scarring, possible traces of gear in mouth, and evidence of constricting gear. Area of high fishing activity.","EN","MT","Dead","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-","-","FIWH",0,0,1,0,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","05-Jun-11","-","NY4496-2011","reported floating, resighted on 6/6/11, necropsy conducted on 6/9/11. Extensive hemorrhaging consistent with blunt force trauma, deep laceration on peduncle suggests sharp trauma, but unconfirmed due to state of decomp","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,1,0,0,0,0,1,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","02-Jul-11","F100","WR-2011-17","Free-swimming towing 2 buoys with evidence of previously extensive constricting entanglement; buoys broke free & were recovered w/ no gear attached; stayed w/ whale for another 1.5 hours & saw no gear, but couldn’t see pecs, mouth, etc. Unable to confirm gear free or final configuration. Deep lacerations from gear at peduncle. SI due to depth of laceration caused by gear, potentially affecting artery.","EN","SI","Unknown","Partial",0,"F","L2","L10",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,1,"Pot/Trap","-","FIWH",0,0,1,0,1,0,1,1,0,1,0,1,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","09-Jul-11","1028","E18-11, WR-2011-19","Free-swimming with dark line cutting into tailstock, forward attachment point, but remaining configuration unknown. Resights indicate shed gear and healing.","EN","NS","Unknown","Shed Gear",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"-","-","FIWH",0,0,1,0,0,0,1,0,1,0,0,0,1,0,"VSpdUnk","VSzUnk",0,0
"ATL","24-Jul-11","-","MARS2011-107","Carcass with no gear present; multiple wrapping line impressions across ventral surface of jaw, belly & peduncle consistent with constricting gear; no samples or necropsy, but COD due to EN most parsimonious.","EN","MT","Dead","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-","-","FIWH",0,0,1,0,0,0,1,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","21-Sep-11","-","NMFSNER092111Bp","Fresh carcass with no gear present; extensive wrapping line impressions across ventral surface of jaw, belly & peduncle consistent with constricting gear; no samples or necropsy, but COD due to EN most parsimonious.","EN","MT","Dead","-",0,"M","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-","-","FIWH",0,0,1,0,1,0,1,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","23-Jan-12","-","MMSC-12-002","hemorrhaging along right, midlateral surface consistent with blunt force trauma. No broken bones; fish in stomach indicate had been feeding","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","19-Feb-12","-","VAQS20121004","fresh carcass with deep laceration on head, skeletal fractures of rostrum and vertebrae, extensive hemorrhaging. Both sharp and blunt trauma.","VS","MT","Dead","-",0,"M","L5a, L12","L5a, L12",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,1,0,0,1,0,1,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","16-Jul-12","-","E21-12, WR-2012-22","free-swimming w/ line and buoy trailing 30-40ft. Attachment point(s) and configuration unknown; reporting vessel unable to standby; not relocated","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","30-Jul-12","0631","E25-12, WR-2012-25","free-swimming, trailing 2 buoys ~60ft behind flukes, some discoloration on forward body. Attachment point(s) & configuration unknown. Resighted gear free & healthy in 2016.","EN","NS","Recovered","Shed Gear",1,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0,"-","1","FIWH",0,0,0,1,0,0,1,0,1,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","10-Aug-12","-","NY4658-2012","Carcass with extensive bruising along right lateral and ventral aspects consistent with blunt force trauma.","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,1,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","07-Oct-12","-","NEAq-12-187-Bp, DSC 00018","Fresh carcass of 55ft male. 1st sighted floating near Deer Island, Boston Harbor. Deep mid-line perpendicular impression consistent with being folded across bow. Carcass floated around outer harbor islands before reappearing in Rockport, MA on 10/20. Carcass in inaccessible location, Hurricane Sandy moved it adjacent beach where Tom French extracted the skeleton and Rockport DEP disposed of remains.; extensive skeletal fractures with assoc hemorrhaging though exam well after event and unable to discern which breaks were pre and which were post","VS","MT","Dead","-",0,"F","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,1,0,1,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzSmall",0,0
"ATL","13-Jan-13","-","NY4739-2013","RFMRP necropsied on 14Jan. Hematoma & fracturing of left head consistent with blunt force trauma.","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","06-Jun-13","Capitaine Crochet","WRS","Adult female, with bridle of single crab pot set around upper jaw w/ no trailing gear. Line embedded on both sides of mouth, pot resting on top of jaw. Emaciated but with good skin condition. Unsuccessful disentanglement attempts were made, no resights.","EN","SI","Unknown","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","-","FIWH",0,0,1,1,0,0,0,1,0,0,0,0,0,1,"VSpdUnk","VSzUnk",0,0
"ATL","12-Apr-14","-","MMSC-14-040","M/V APL Egypt (965ft) rept animal on their bow. Unknown where collision took place. Claimed it exhaled and swam away, but likely was any remaining air in lungs being compressed out as carcass sank. Refloated on 4/14. Necropsied on 4/16. Large external abrasions with associated extensive hemorrhage and skeletal fractures along right side - blunt force trauma.","VS","MT","Dead","-",0,"M","L7a","L7a",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"-","-","FIWH",0,0,0,0,1,0,0,0,0,0,0,0,1,0,"VSpdUnk","VSzUnk",0,0
"ATL","13-May-14","-","WRS","Fresh carcass entangled at 90m at depth, close to crab pots. Line through mouth and around peduncle hog-tying whale. Carcass landed on 21May, no necropsy, but COD = EN most parsimonious.","EN","MT","Dead","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Pot/Trap","-","FIWH",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","23-Jun-14","-","E08-14, WR-2014-07","Free swimming with 200ft of trailing line. Attachment point(s) & configuration unknown. Not relocated.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","20-Aug-14","","E14-14, WR-2014-12","Free-swimming with a buoy and 200ft of line trailing aft of flukes. Attachment point(s) & configuration unknown. Not reported until the following day. No resights.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","05-Oct-14","-","NY5127-2014","Fresh, bloated carcass. Landed 10/9 on Smith Point Beach, NY. Necropsied. Large areas of hemorrhaging along dorsal, ventral, and right lateral surfaces consistent with blunt force trauma.","VS","MT","Dead","-",0,"M","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","06-Jun-15","-","E05-15, WR-2015-04","Free-swimming w/ 2 buoys & 80ft of line trailing from fluke. Line cutting deeply into right fluke blade, near insertion. Emaciated.","EN","SI","Decline","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-","1","FIWH",0,0,1,1,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","16-Sep-15","-","-","Series of raw and healing lacerations potentially penetrating body cavity, but unable to confirm. Injuries healing and animal in apparent good health. No resights.","VS","NS","Unknown","-",0,"M","L11","L11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,"-","-","FIWH",0,0,0,0,0,0,0,0,1,1,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","18-Jun-16","CCS_1308","E13-16, WR-2016-11","Free-swimming towing 400ft of line w/ bullet buoy. Resighted on 6/22. Bridle through mouth leading to a twist of lines near the dorsal. 2 buoys trailed 60ft aft of whale. Partially disentangled. Left with short line through mouth that expect to shed.","EN","NS","Unknown","Partial",0,"F","L3","L3",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Pot/Trap","1","FIWH",0,0,0,0,0,0,1,1,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","06-Jul-16","-","E16-16, WR-2016-14","Free-swimming with line trailing 60-70ft aft of flukes. Attachment point(s) & configuration unknown.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","08-Jul-16","-","E17-16, WR-2016-15","Free-swimming with monofilament and lures in tow along left flipper area from unknown attachment point(s).","EN","PR","Unknown","-",0,"M","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"Hook/Monofilament","1","FIWH",0,0,0,0,0,0,0,0,0,0,0,1,1,0,"VSpdUnk","VSzUnk",0,0
"ATL","27-Jul-16","-","E19-16, WR-2016-17","Free-swimming with line through the mouth and trailing a buoy. Disentangled.","EN","NS","Unknown","Disentangled",0,"F","L3","L3",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Pot/Trap","1","FIWH",0,0,0,0,0,0,1,1,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","17-Aug-16","-","MARS2016-192","Animal found entrapped in weir in the morning. Gone later in the day. Diver found large hole in bottom twine. No gear missing.","ET","NS","Unknown","Self Release",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0,"Weir","-","FIWH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","14-Dec-16","-","E48-16, WR-2016-44","Free-swimming with buoy trailing 6-8ft aft of flukes. Attachment point(s) & configuration unknown.","EN","PR","Unknown","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0.75,"-","1","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","30-May-17","-","MMSC-17-089","Fresh carcass on bow of vessel (M/V Onyx Arrow - 656ft). Carcass removed & secured. Photos & Level A taken. No necropsy - but COD = VS most parsimonious due to freshness of carcass. Speed at time of strike unknown.","VS","MT","Dead","-",0,"M","L7a","L7a",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"-","-","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzLarge",0,0
"ATL","07-Jul-17","CCS0919","E08-17, WR-2017-08","Free-swimming with line & buoy trailing behind. Attachment point(s) and configuration unknown. Sighted gear free 11Jul2018, confirmed 11Feb2019.","EN","NS","Recovered","Shed Gear",1,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,0,"-","1","FIWH",0,0,0,0,0,0,1,0,0,0,0,0,1,1,"VSpdUnk","VSzUnk",0,0
"ATL","25-Aug-17","-","MARS2017-270, MARS2017-276","While hauling fishing gear, a dead whale was lifted to the surface. The whale was found in water 78m deep. From the trap at the bottom, there was 51m of line to the entangled whale. From the whale to the balloon there was 91m of rope. Configuration unknown, but unlikely to have drifted post-mortem in mid-water column so COD = EN most parsimonious.","EN","MT","Dead","-",0,"F","L10","L10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,1,"Pot/Trap","-","FIWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","22-Jun-18","-","MARS2018-154","Floating carcass with evidence of multiple constricting wraps across ventral pleats, peduncle, and raw injuries at fluke insertion. No necropsy, but COD due to EN most parsimonious.","EN","MT","Dead","-",0,"F","L2","L2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"-","-","FIWH",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
"ATL","14-Oct-18","Ladders","IFAW18-279Bp","Floating carcass with great white shark actively scavenging. Landed on 18Oct. Necropsied on 19Oct. Left side not examined due to remote location & no heavy equipment. Additional exam conducted on 30Oct. Evidence of blunt force trauma - fractured mandibles and rostrum with associated hemorrhaging. Histopathology results support findings.","VS","MT","Dead","-",0,"F","L12","L12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"-","-","FIWH",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"VSpdUnk","VSzUnk",0,0
